,date,id,household,female,age,income,edu_year,ln_income
0,2023-03-01,1,True,False,43.0,5170000.0,12,15.458383246484612
1,2023-03-01,2,True,False,66.0,2176800.0,9,14.593366466451174
2,2023-03-01,4,True,True,50.0,2078090.0,12,14.546959760579263
3,2023-03-01,5,True,False,30.0,700514.0,14,13.45956963028397
4,2023-03-01,6,True,True,65.0,895976.0,12,13.705668905884037
5,2023-03-01,7,True,False,42.0,2881683.0,12,14.873885056431549
6,2023-03-01,9,True,False,60.0,4500000.0,12,15.319587954740548
7,2023-03-01,10,True,True,52.0,1100000.0,18,13.9108207377686
8,2023-03-01,11,True,False,42.0,5578500.0,18,15.534430481015372
9,2023-03-01,12,True,False,38.0,4275003.0,16,15.268295362107137
10,2023-03-01,13,True,False,48.0,2715100.0,18,14.814339343084399
11,2023-03-01,14,True,False,57.0,7832000.0,16,15.873728463192483
12,2023-03-01,15,True,True,31.0,2066013.0,16,14.541131220994297
13,2023-03-01,16,True,True,66.0,1950000.0,14,14.48333993053993
14,2023-03-01,17,True,False,62.0,3500000.0,9,15.068273526459642
15,2023-03-01,18,True,True,65.0,1280000.0,9,14.0623706358958
16,2023-03-01,22,True,True,31.0,2940970.0,16,14.89425001687207
17,2023-03-01,24,True,True,48.0,2189172.0,16,14.599033948109811
18,2023-03-01,26,True,False,29.0,4077195.0,16,15.220919809943846
19,2023-03-01,28,True,False,43.0,6097396.0,16,15.623372352756192
20,2023-03-01,29,True,False,31.0,4470577.0,16,15.313028041033336
21,2023-03-01,31,True,True,37.0,2250000.0,14,14.626440774180603
22,2023-03-01,34,True,True,44.0,9417520.0,21,16.058082342251947
23,2023-03-01,35,True,True,58.0,3125683.0,12,14.955163377271882
24,2023-03-01,39,True,False,43.0,2795565.0,14,14.843544790832967
25,2023-03-01,40,True,False,37.0,2377600.0,16,14.681602133505578
26,2023-03-01,42,True,False,29.0,4975577.0,16,15.42005190174918
27,2023-03-01,43,True,False,35.0,3454143.0,14,15.055084938105637
28,2023-03-01,44,True,False,33.0,5031933.0,16,15.431314762488398
29,2023-03-01,45,True,False,36.0,3830000.0,14,15.158375361156828
30,2023-03-01,47,True,True,26.0,4861623.0,16,15.396882890744864
31,2023-03-01,48,True,False,43.0,5650000.0,16,15.547166103122624
32,2023-03-01,50,True,True,56.0,2300000.0,12,14.648419680899378
33,2023-03-01,51,True,True,68.0,1225037.0,6,14.018481605586462
34,2023-03-01,52,True,False,45.0,2500000.0,16,14.73180128983843
35,2023-03-01,53,True,True,40.0,7162795.0,16,15.784410825893456
36,2023-03-01,54,True,True,56.0,1780000.0,12,14.392123922268269
37,2023-03-01,56,True,False,61.0,2303633.0,12,14.649997999915763
38,2023-03-01,57,True,False,63.0,2868823.0,14,14.869412399090326
39,2023-03-01,59,True,False,33.0,5031000.0,16,15.431129329473455
40,2023-03-01,60,True,False,68.0,1500000.0,16,14.22097566607244
41,2023-03-01,61,True,True,46.0,2500000.0,16,14.73180128983843
42,2023-03-01,63,True,True,48.0,6000000.0,12,15.60727002719233
43,2023-03-01,66,True,True,21.0,2250000.0,14,14.626440774180603
44,2023-03-01,67,True,False,53.0,266667.0,12,12.493755967981173
45,2023-03-01,68,True,True,48.0,2100000.0,12,14.557447902693651
46,2023-03-01,71,True,False,39.0,455000.0,12,13.028052697933088
47,2023-03-01,72,True,False,49.0,6564145.0,16,15.697132821137043
48,2023-03-01,74,True,True,56.0,5550357.0,16,15.529372807978222
49,2023-03-01,75,True,True,43.0,6702605.0,16,15.71800681476589
50,2023-03-01,77,True,False,41.0,5851950.0,12,15.582285496998159
51,2023-03-01,78,True,True,56.0,1853000.0,12,14.432316505267497
52,2023-03-01,79,True,False,61.0,4056858.0,12,15.21591934034359
53,2023-03-01,80,True,False,48.0,4300000.0,16,15.27412558066379
54,2023-03-01,81,True,False,58.0,5777380.0,12,15.569460850685632
55,2023-03-01,82,True,False,54.0,9455190.0,16,16.06207435506052
56,2023-03-01,83,True,False,47.0,8337514.0,18,15.936275648365026
57,2023-03-01,84,True,True,55.0,3360000.0,12,15.027451531939388
58,2023-03-01,87,True,False,58.0,3770478.0,12,15.142712341837893
59,2023-03-01,88,True,False,53.0,3114000.0,12,14.95141863137608
60,2023-03-01,90,True,True,63.0,2071000.0,12,14.54354214037772
61,2023-03-01,91,True,False,36.0,3297695.0,16,15.00873429753403
62,2023-03-01,92,True,False,52.0,5493120.0,16,15.519006958071937
63,2023-03-01,93,True,False,39.0,7483000.0,16,15.828144339062495
64,2023-03-01,94,True,True,44.0,5000000.0,16,15.424948470398375
65,2023-03-01,95,True,False,51.0,4833333.0,14,15.391046849757174
66,2023-03-01,96,True,False,28.0,2500000.0,16,14.73180128983843
67,2023-03-01,97,True,True,53.0,3413333.0,12,15.043199791251272
68,2023-03-01,98,True,True,58.0,2191667.0,12,14.600172999451235
69,2023-03-01,101,True,False,25.0,2746000.0,12,14.825655865310054
70,2023-03-01,102,True,False,33.0,50000.0,16,10.819778284410283
71,2023-03-01,103,True,True,27.0,18866015.0,16,16.75287271327272
72,2023-03-01,104,True,False,59.0,4140327.0,18,15.236285328189553
73,2023-03-01,106,True,False,73.0,216667.0,14,12.286116891664065
74,2023-03-01,109,True,True,36.0,5117593.0,16,15.44819476928846
75,2023-03-01,110,True,False,60.0,3762150.0,16,15.140501160456523
76,2023-03-01,112,True,False,55.0,1447395.0,12,14.185275946938113
77,2023-03-01,114,True,False,37.0,3000000.0,16,14.914122846632385
78,2023-03-01,115,True,True,22.0,1323558.0,14,14.095834122885156
79,2023-03-01,118,True,True,67.0,2100000.0,12,14.557447902693651
80,2023-03-01,122,True,True,34.0,2455920.0,16,14.714011994428747
81,2023-03-01,123,True,True,34.0,2563760.0,16,14.756985488897444
82,2023-03-01,124,True,True,67.0,340003.0,6,12.736709720082828
83,2023-03-01,126,True,True,31.0,3456880.0,16,15.05587700612309
84,2023-03-01,127,True,False,64.0,2904683.0,12,14.88183482011079
85,2023-03-01,131,True,False,31.0,4633961.0,16,15.3489225678838
86,2023-03-01,134,True,False,51.0,1705400.0,16,14.349310245290086
87,2023-03-01,135,True,True,26.0,1900000.0,16,14.457364444136669
88,2023-03-01,136,True,False,64.0,320000.0,16,12.676076274775909
89,2023-03-01,137,True,True,31.0,3013730.0,18,14.918689072204979
90,2023-03-01,141,True,False,57.0,7654916.0,16,15.850858613793598
91,2023-03-01,142,True,True,52.0,1792060.0,16,14.398876354099356
92,2023-03-01,143,True,True,39.0,1100000.0,16,13.9108207377686
93,2023-03-01,144,True,True,32.0,2341000.0,16,14.666088746473047
94,2023-03-01,145,True,True,37.0,3900000.0,16,15.176487111099874
95,2023-03-01,146,True,True,29.0,3570000.0,16,15.088076153755821
96,2023-03-01,150,True,False,37.0,3620000.0,16,15.101984583801954
97,2023-03-01,151,True,False,40.0,5350000.0,12,15.49260711887219
98,2023-03-01,152,True,False,74.0,1120000.0,14,13.928839243271277
99,2023-03-01,153,True,True,34.0,5092000.0,16,15.443181238659434
100,2023-03-01,154,True,False,26.0,2973333.0,16,14.905194103780453
101,2023-03-01,155,True,False,30.0,2518300.0,14,14.739094628665894
102,2023-03-01,156,True,True,26.0,2107794.0,14,14.561152460908039
103,2023-03-01,157,True,True,40.0,1529367.0,14,14.240364482270419
104,2023-03-01,158,True,False,23.0,750000.0,12,13.527828485512494
105,2023-03-01,159,True,False,55.0,3305207.0,12,15.011009661681788
106,2023-03-01,161,True,False,60.0,66667.0,12,11.107465356849564
107,2023-03-01,163,True,True,28.0,1243000.0,16,14.033038370492848
108,2023-03-01,164,True,False,35.0,4145687.0,16,15.237579074675528
109,2023-03-01,166,True,False,64.0,2564250.0,12,14.757176596169657
110,2023-03-01,168,True,False,43.0,5800000.0,16,15.573368475516649
111,2023-03-01,169,True,True,22.0,1678990.0,14,14.333702980115795
112,2023-03-01,172,True,False,61.0,1961500.0,12,14.489220044631745
113,2023-03-01,173,True,True,31.0,2049956.0,16,14.533328887469615
114,2023-03-01,176,True,False,59.0,3530000.0,12,15.07680842890948
115,2023-03-01,178,True,True,72.0,1940000.0,9,14.47819853103951
116,2023-03-01,179,True,True,60.0,1100000.0,12,13.9108207377686
117,2023-03-01,180,True,True,73.0,270000.0,12,12.506177237980511
118,2023-03-01,181,True,True,35.0,3841330.0,16,15.161329218763818
119,2023-03-01,183,True,True,47.0,1803950.0,12,14.405489263034353
120,2023-03-01,185,True,False,43.0,3661594.0,16,15.113409129692304
121,2023-03-01,186,True,True,25.0,2180000.0,16,14.594835434765272
122,2023-03-01,187,True,True,62.0,2489667.0,9,14.727659524557817
123,2023-03-01,188,True,True,65.0,1146593.0,9,13.952305494431679
124,2023-03-01,190,True,True,79.0,100000.0,6,11.512925464970229
125,2023-03-01,191,True,False,35.0,4450000.0,16,15.308414654142423
126,2023-03-01,194,True,True,57.0,1713050.0,16,14.353785965438364
127,2023-03-01,195,True,False,33.0,4000000.0,16,15.201804919084164
128,2023-03-01,196,True,False,28.0,2600000.0,14,14.77102200299171
129,2023-03-01,197,True,True,26.0,2472373.0,14,14.72068897614461
130,2023-03-01,199,True,True,74.0,90000.0,6,11.407564949312402
131,2023-03-01,200,True,True,58.0,2186890.0,12,14.597991001183166
132,2023-03-01,201,True,True,25.0,2913967.0,16,14.885025941033492
133,2023-03-01,202,True,False,73.0,5100000.0,16,15.444751097694555
134,2023-03-01,206,True,True,25.0,2600000.0,16,14.77102200299171
135,2023-03-01,207,True,False,47.0,3672280.0,16,15.116323280538738
136,2023-03-01,210,True,False,27.0,3100000.0,14,14.946912669455374
137,2023-03-01,211,True,False,29.0,4704710.0,14,15.364074692545152
138,2023-03-01,213,True,True,30.0,6666666.0,14,15.71263044285015
139,2023-03-01,215,True,False,50.0,3100000.0,16,14.946912669455374
